Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2021,New Haven,CT,Passenger,0,2,2,37,39,5.13
November 30 2021,Shelby,OH,Passenger,0,1,1,4,5,20.00
June 30 2022,Pennington,SD,Passenger,2,0,2,28,30,6.67
December 31 2020,Columbia,OR,Passenger,1,0,1,26,27,3.70
January 31 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
May 31 2020,Chelan,WA,Truck,0,0,0,22420,22420,0.00
April 30 2017,Skagit,WA,Truck,1,0,1,31391,31392,0.00
June 30 2018,Wahkiakum,WA,Passenger,1,2,3,2916,2919,0.10
July 31 2022,Bexar,TX,Passenger,3,3,6,493,499,1.20
August 31 2022,Tarrant,TX,Passenger,4,0,4,128,132,3.03
November 30 2023,Nueces,TX,Passenger,0,1,1,53,54,1.85
January 31 2024,Newport,RI,Passenger,0,2,2,54,56,3.57
April 30 2020,Placer,CA,Passenger,2,0,2,101,103,1.94
July 31 2018,Washington,OR,Passenger,0,1,1,492,493,0.20
November 30 2020,Riverside,CA,Passenger,4,0,4,623,627,0.64
April 30 2019,Jefferson,NY,Passenger,0,1,1,221,222,0.45
November 30 2019,Broward,FL,Passenger,2,1,3,130,133,2.26
July 31 2024,Tarrant,TX,Passenger,2,0,2,72,74,2.70
May 31 2019,Cochise,AZ,Passenger,0,1,1,111,112,0.89
August 31 2021,Mohave,AZ,Passenger,1,0,1,63,64,1.56
October 31 2022,Eagle,CO,Passenger,1,0,1,7,8,12.50
December 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
March 31 2021,Chelan,WA,Passenger,304,94,398,54523,54921,0.72
September 30 2017,Stevens,WA,Passenger,8,22,30,31544,31574,0.10
June 30 2018,Garfield,WA,Passenger,1,1,2,1317,1319,0.15
August 31 2023,Kauai,HI,Passenger,0,1,1,16,17,5.88
October 31 2024,Placer,CA,Passenger,3,0,3,54,57,5.26
August 31 2023,Marion,OR,Passenger,1,0,1,67,68,1.47
October 31 2022,Essex,NJ,Passenger,2,0,2,11,13,15.38
May 31 2023,Prince George's,MD,Passenger,2,1,3,127,130,2.31
October 31 2024,Hoke,NC,Passenger,1,0,1,50,51,1.96
November 30 2023,Kent,MI,Passenger,1,0,1,15,16,6.25
December 31 2019,Wahkiakum,WA,Truck,0,0,0,1753,1753,0.00
February 29 2020,Garfield,WA,Passenger,0,1,1,1348,1349,0.07
July 31 2017,Anne Arundel,MD,Passenger,0,1,1,498,499,0.20
December 31 2019,Solano,CA,Passenger,1,0,1,211,212,0.47
December 31 2019,San Juan,WA,Truck,0,0,0,5933,5933,0.00
August 31 2023,Philadelphia,PA,Passenger,0,1,1,42,43,2.33
February 28 2017,Manassas,VA,Passenger,0,1,1,8,9,11.11
October 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
July 31 2024,Hennepin,MN,Passenger,1,0,1,25,26,3.85
March 31 2017,Saratoga,NY,Passenger,1,1,2,76,78,2.56
April 30 2022,St. Mary's,MD,Passenger,1,0,1,200,201,0.50
October 31 2023,Clark,NV,Passenger,7,3,10,441,451,2.22
August 31 2024,Clark,NV,Passenger,5,1,6,352,358,1.68
September 30 2021,San Bernardino,CA,Passenger,1,0,1,393,394,0.25
March 31 2022,Solano,CA,Passenger,1,0,1,174,175,0.57
February 28 2021,Ramsey,MN,Passenger,1,0,1,41,42,2.38
June 30 2023,Platte,MO,Passenger,1,0,1,21,22,4.55
January 31 2023,Pacific,WA,Passenger,72,81,153,15679,15832,0.97
August 31 2021,Okanogan,WA,Passenger,65,45,110,26450,26560,0.41
January 31 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
July 31 2018,Montgomery,TX,Passenger,1,0,1,67,68,1.47
January 31 2024,Goochland,VA,Passenger,2,1,3,56,59,5.08
June 30 2023,Leavenworth,KS,Passenger,0,1,1,88,89,1.12
June 30 2024,Skamania,WA,Truck,4,0,4,3841,3845,0.10
April 30 2024,New York,NY,Passenger,2,0,2,32,34,5.88
February 28 2021,Pulaski,MO,Passenger,1,0,1,140,141,0.71
March 31 2021,Montgomery,OH,Passenger,0,1,1,55,56,1.79
February 29 2020,Duval,FL,Passenger,1,2,3,368,371,0.81
September 30 2017,Columbia,WA,Truck,0,0,0,1558,1558,0.00
April 30 2021,Adams,WA,Truck,0,0,0,5406,5406,0.00
April 30 2020,Hennepin,MN,Passenger,3,1,4,102,106,3.77
March 31 2017,Clark,WA,Truck,0,0,0,77551,77551,0.00
February 29 2020,Douglas,WA,Passenger,69,40,109,28260,28369,0.38
October 31 2021,Mason,WA,Passenger,245,153,398,47856,48254,0.82
May 31 2024,Tom Green,TX,Passenger,0,1,1,16,17,5.88
April 30 2017,Orleans,LA,Passenger,0,1,1,49,50,2.00
February 28 2019,Grant,WA,Passenger,33,55,88,64269,64357,0.14
April 30 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.70
August 31 2021,Arlington,VA,Passenger,0,1,1,149,150,0.67
April 30 2018,Cowlitz,WA,Truck,0,0,0,28290,28290,0.00
February 28 2017,Franklin,WA,Passenger,26,42,68,55206,55274,0.12
September 30 2023,Okanogan,WA,Passenger,139,70,209,26069,26278,0.80
September 30 2021,Goochland,VA,Passenger,3,2,5,242,247,2.02
October 31 2024,St. Louis,MO,Passenger,1,0,1,34,35,2.86
December 31 2017,Canyon,ID,Passenger,0,1,1,100,101,0.99
July 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
September 30 2019,Tarrant,TX,Passenger,3,0,3,203,206,1.46
October 31 2017,Alameda,CA,Passenger,0,1,1,360,361,0.28
February 28 2023,Washington,MD,Passenger,2,0,2,14,16,12.50
March 31 2021,Skagit,WA,Passenger,541,260,801,91513,92314,0.87
October 31 2022,Lewis,WA,Passenger,260,182,442,59775,60217,0.73
February 28 2023,Asotin,WA,Passenger,30,20,50,12393,12443,0.40
June 30 2022,New London,CT,Passenger,2,4,6,193,199,3.02
December 31 2018,Jefferson,CO,Passenger,0,2,2,60,62,3.23
February 28 2023,Providence,RI,Passenger,1,0,1,19,20,5.00
September 30 2019,Rogers,OK,Passenger,1,0,1,9,10,10.00
August 31 2017,Deschutes,OR,Passenger,1,0,1,203,204,0.49
December 31 2019,Orange,CA,Passenger,7,2,9,538,547,1.65
August 31 2023,Saratoga,NY,Passenger,1,1,2,38,40,5.00
January 31 2021,DeKalb,IN,Passenger,1,0,1,0,1,100.00
April 30 2022,Duval,FL,Passenger,0,2,2,312,314,0.64
November 30 2018,San Juan,WA,Truck,0,0,0,5805,5805,0.00
February 28 2021,Franklin,WA,Truck,0,0,0,20501,20501,0.00
April 30 2023,Carroll,MD,Passenger,0,1,1,22,23,4.35
August 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
August 31 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
July 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
December 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
December 31 2017,Skagit,WA,Passenger,168,138,306,89533,89839,0.34
September 30 2019,Salt Lake,UT,Passenger,1,0,1,215,216,0.46
March 31 2018,Duval,FL,Passenger,1,2,3,369,372,0.81
July 31 2020,Pulaski,MO,Passenger,1,0,1,139,140,0.71
July 31 2022,Franklin,WA,Truck,1,0,1,20844,20845,0.00
June 30 2019,New London,CT,Passenger,0,1,1,233,234,0.43
February 28 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2019,Walla Walla,WA,Passenger,49,61,110,36169,36279,0.30
May 31 2020,Stevens,WA,Passenger,35,33,68,30713,30781,0.22
March 31 2022,Wahkiakum,WA,Passenger,18,11,29,3075,3104,0.93
July 31 2024,Multnomah,OR,Passenger,2,1,3,344,347,0.86
April 30 2024,Berkeley,SC,Passenger,2,1,3,82,85,3.53
October 31 2024,Pierce,WA,Passenger,12598,3830,16428,505372,521800,3.15
October 31 2017,Skamania,WA,Passenger,10,7,17,8569,8586,0.20
September 30 2017,Riverside,CA,Passenger,1,2,3,765,768,0.39
April 30 2023,Contra Costa,CA,Passenger,0,3,3,190,193,1.55
February 29 2024,Contra Costa,CA,Passenger,2,1,3,152,155,1.94
September 30 2024,Cuyahoga,OH,Passenger,1,0,1,33,34,2.94
May 31 2019,Duval,FL,Passenger,1,2,3,378,381,0.79
February 29 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
July 31 2022,Clark,WA,Passenger,4224,1805,6029,315063,321092,1.88
November 30 2023,Placer,CA,Passenger,2,0,2,71,73,2.74
July 31 2020,Monterey,CA,Passenger,0,2,2,174,176,1.14
July 31 2018,Okanogan,WA,Truck,0,0,0,16426,16426,0.00
January 31 2019,Ventura,CA,Passenger,0,2,2,331,333,0.60
March 31 2023,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
September 30 2018,Maui,HI,Passenger,1,0,1,57,58,1.72
January 31 2022,Cowlitz,WA,Truck,0,1,1,28896,28897,0.00
August 31 2017,Columbia,WA,Truck,0,0,0,1542,1542,0.00
April 30 2020,Clackamas,OR,Passenger,2,0,2,211,213,0.94
September 30 2017,Mason,WA,Truck,0,0,0,19370,19370,0.00
March 31 2020,Moore,NC,Passenger,0,1,1,160,161,0.62
August 31 2021,Chelan,WA,Truck,0,0,0,23067,23067,0.00
September 30 2022,San Juan,WA,Truck,6,0,6,5950,5956,0.10
December 31 2021,Wake,NC,Passenger,1,0,1,131,132,0.76
August 31 2022,Boulder,CO,Passenger,2,0,2,43,45,4.44
September 30 2021,Sumter,SC,Passenger,0,1,1,35,36,2.78
March 31 2020,Juneau,AK,Passenger,0,2,2,34,36,5.56
March 31 2022,Asotin,WA,Passenger,22,18,40,12626,12666,0.32
March 31 2018,Marin,CA,Passenger,1,0,1,55,56,1.79
October 31 2023,San Juan,WA,Truck,18,0,18,5913,5931,0.30
April 30 2018,King,WA,Passenger,12281,5287,17568,1367768,1385336,1.27
July 31 2022,Island,WA,Passenger,830,378,1208,61496,62704,1.93
July 31 2017,Adams,WA,Passenger,3,3,6,12180,12186,0.05
April 30 2018,District of Columbia,DC,Passenger,0,3,3,188,191,1.57
August 31 2022,Onslow,NC,Passenger,0,1,1,161,162,0.62
October 31 2022,Norfolk,MA,Passenger,1,0,1,27,28,3.57
November 30 2020,Rogers,OK,Passenger,1,0,1,9,10,10.00
August 31 2023,Camden,NJ,Passenger,0,1,1,12,13,7.69
April 30 2024,Rockingham,NH,Passenger,1,0,1,13,14,7.14
December 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
January 31 2018,Kittitas,WA,Passenger,37,27,64,28628,28692,0.22
January 31 2021,Cowlitz,WA,Truck,0,0,0,28959,28959,0.00
February 28 2017,Orange,FL,Passenger,1,1,2,153,155,1.29
March 31 2017,Canyon,ID,Passenger,0,1,1,111,112,0.89
August 31 2024,Alexandria,VA,Passenger,3,0,3,73,76,3.95
July 31 2023,Yuba,CA,Passenger,1,0,1,51,52,1.92
September 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
April 30 2017,San Diego,CA,Passenger,5,2,7,2774,2781,0.25
September 30 2024,Howard,MD,Passenger,1,2,3,47,50,6.00
January 31 2018,Jefferson,WA,Truck,0,0,0,9478,9478,0.00
April 30 2024,Hudson,NJ,Passenger,2,0,2,21,23,8.70
February 28 2021,Nassau,FL,Passenger,1,0,1,34,35,2.86
June 30 2024,Larimer,CO,Passenger,1,0,1,18,19,5.26
March 31 2024,York,VA,Passenger,1,0,1,69,70,1.43
April 30 2020,Palm Beach,FL,Passenger,0,2,2,84,86,2.33
March 31 2024,Hardin,KY,Truck,1,0,1,18,19,5.26
April 30 2023,Essex,MA,Passenger,1,0,1,14,15,6.67
April 30 2023,Okanogan,WA,Truck,3,0,3,16453,16456,0.02
August 31 2020,Asotin,WA,Truck,0,0,0,6666,6666,0.00
March 31 2022,Marion,IN,Passenger,1,0,1,52,53,1.89
September 30 2020,Mercer,NJ,Passenger,0,1,1,13,14,7.14
July 31 2017,Okanogan,WA,Passenger,4,18,22,25625,25647,0.09
June 30 2019,Sedgwick,KS,Passenger,1,1,2,106,108,1.85
June 30 2018,Nassau,NY,Passenger,2,0,2,40,42,4.76
August 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
November 30 2022,Kings,CA,Passenger,2,1,3,294,297,1.01
October 31 2020,Alexandria,VA,Passenger,3,0,3,133,136,2.21
August 31 2022,Kittitas,WA,Truck,3,0,3,14610,14613,0.02
July 31 2019,Solano,CA,Passenger,1,0,1,219,220,0.45
March 31 2020,Salt Lake,UT,Passenger,1,0,1,209,210,0.48
December 31 2023,Carroll,MD,Passenger,0,1,1,16,17,5.88
May 31 2021,Essex,MA,Passenger,1,0,1,20,21,4.76
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
July 31 2018,Island,WA,Passenger,206,195,401,62527,62928,0.64
May 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
May 31 2024,Anne Arundel,MD,Passenger,7,2,9,270,279,3.23
February 29 2024,Sarpy,NE,Passenger,1,0,1,59,60,1.67
October 31 2020,Calvert,MD,Passenger,0,2,2,85,87,2.30
September 30 2021,Ferry,WA,Passenger,10,3,13,4398,4411,0.29
May 31 2021,New York,NY,Passenger,2,0,2,55,57,3.51
October 31 2023,Harris,TX,Passenger,2,1,3,147,150,2.00
March 31 2021,Polk,FL,Passenger,1,0,1,70,71,1.41
May 31 2024,Kittitas,WA,Truck,27,0,27,14708,14735,0.18
August 31 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
January 31 2019,Stevens,WA,Truck,0,0,0,18757,18757,0.00
December 31 2020,Benton,WA,Truck,0,0,0,43192,43192,0.00
June 30 2020,Pacific,WA,Passenger,33,33,66,15744,15810,0.42
May 31 2019,Santa Clara,CA,Passenger,8,1,9,378,387,2.33
January 31 2023,San Joaquin,CA,Passenger,0,1,1,93,94,1.06
November 30 2023,Santa Clara,CA,Passenger,20,2,22,183,205,10.73
December 31 2019,Bucks,PA,Passenger,1,0,1,25,26,3.85
February 29 2024,Sarasota,FL,Passenger,1,0,1,27,28,3.57
July 31 2021,Hanover,VA,Passenger,1,0,1,2,3,33.33
August 31 2021,Prince William,VA,Passenger,1,3,4,217,221,1.81
December 31 2017,Moore,NC,Passenger,0,1,1,194,195,0.51
January 31 2021,Pinellas,FL,Passenger,1,1,2,111,113,1.77
June 30 2018,Sacramento,CA,Passenger,1,1,2,314,316,0.63
May 31 2020,Prince George's,MD,Passenger,1,1,2,169,171,1.17
October 31 2017,Grays Harbor,WA,Truck,0,0,0,20002,20002,0.00
October 31 2017,Santa Rosa,FL,Passenger,1,0,1,109,110,0.91
August 31 2021,Orange,NC,Passenger,1,0,1,12,13,7.69
March 31 2023,Hudson,NJ,Passenger,2,0,2,24,26,7.69
November 30 2021,Virginia Beach,VA,Passenger,1,0,1,595,596,0.17
May 31 2023,Muscogee,GA,Passenger,1,2,3,110,113,2.65
December 31 2023,Stafford,VA,Passenger,2,0,2,75,77,2.60
May 31 2017,Alameda,CA,Passenger,1,1,2,376,378,0.53
October 31 2017,Monterey,CA,Passenger,0,2,2,199,201,1.00
January 31 2022,Duval,FL,Passenger,0,2,2,328,330,0.61
September 30 2021,Nueces,TX,Passenger,1,0,1,70,71,1.41
June 30 2022,Riverside,CA,Passenger,9,0,9,509,518,1.74
October 31 2021,Clark,WA,Truck,0,0,0,83958,83958,0.00
June 30 2022,Benton,WA,Truck,3,0,3,43535,43538,0.01
February 28 2017,Benton,WA,Passenger,134,133,267,127620,127887,0.21
October 31 2022,Thurston,WA,Truck,30,0,30,54739,54769,0.05
October 31 2018,Adams,WA,Truck,0,0,0,5147,5147,0.00
July 31 2024,Columbia,WA,Truck,1,0,1,1559,1560,0.06
December 31 2023,Prince George's,MD,Passenger,3,1,4,116,120,3.33
July 31 2024,Kootenai,ID,Passenger,0,2,2,80,82,2.44
March 31 2023,Pierce,WA,Passenger,6822,2622,9444,532756,542200,1.74
June 30 2020,Yakima,WA,Passenger,132,119,251,165290,165541,0.15
April 30 2020,Penobscot,ME,Passenger,0,2,2,16,18,11.11
October 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
June 30 2023,Mason,WA,Passenger,444,205,649,46255,46904,1.38
September 30 2024,Stevens,WA,Passenger,159,83,242,29022,29264,0.83
June 30 2023,Jefferson,WA,Truck,12,0,12,9328,9340,0.13
May 31 2019,Ventura,CA,Passenger,0,2,2,329,331,0.60
September 30 2017,District of Columbia,DC,Passenger,0,2,2,201,203,0.99
March 31 2023,Wichita,TX,Passenger,1,0,1,38,39,2.56
May 31 2022,Hawaii,HI,Passenger,1,0,1,43,44,2.27
February 29 2020,Thurston,WA,Passenger,1107,724,1831,198784,200615,0.91
March 31 2023,Calvert,MD,Passenger,0,2,2,79,81,2.47
March 31 2017,Multnomah,OR,Passenger,0,3,3,1121,1124,0.27
June 30 2023,Monterey,CA,Passenger,0,3,3,129,132,2.27
March 31 2018,Manatee,FL,Passenger,1,0,1,40,41,2.44
March 31 2023,Autauga,AL,Passenger,2,0,2,13,15,13.33
April 30 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
May 31 2024,Bell,TX,Passenger,2,0,2,208,210,0.95
November 30 2019,Flathead,MT,Passenger,1,0,1,74,75,1.33
June 30 2020,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
October 31 2023,Duval,FL,Passenger,1,0,1,239,240,0.42
July 31 2023,Douglas,NE,Passenger,1,1,2,30,32,6.25
September 30 2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
November 30 2019,Pierce,WA,Passenger,2082,1634,3716,547146,550862,0.67
January 31 2017,Okanogan,WA,Passenger,3,15,18,25810,25828,0.07
June 30 2020,Anne Arundel,MD,Passenger,0,1,1,410,411,0.24
January 31 2021,Prince William,VA,Passenger,1,2,3,225,228,1.32
December 31 2019,Chesapeake,VA,Passenger,0,1,1,445,446,0.22
March 31 2022,Grays Harbor,WA,Truck,0,0,0,21350,21350,0.00
December 31 2023,Moore,NC,Passenger,0,1,1,103,104,0.96
January 31 2024,Lake,IL,Passenger,6,0,6,121,127,4.72
November 30 2019,Juneau,AK,Passenger,0,2,2,32,34,5.88
September 30 2021,Missoula,MT,Passenger,1,0,1,58,59,1.69
February 29 2024,Loudoun,VA,Passenger,2,1,3,58,61,4.92
January 31 2024,Lewis,WA,Passenger,414,320,734,59594,60328,1.22
July 31 2024,Placer,CA,Passenger,2,0,2,60,62,3.23
March 31 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
February 28 2018,Clark,NV,Passenger,2,3,5,765,770,0.65
January 31 2020,Denton,TX,Passenger,1,0,1,101,102,0.98
November 30 2019,Douglas,NE,Passenger,0,1,1,65,66,1.52
April 30 2018,Chelan,WA,Passenger,98,45,143,53388,53531,0.27
February 28 2018,Montgomery,TN,Passenger,1,0,1,270,271,0.37
June 30 2021,Missoula,MT,Passenger,1,0,1,66,67,1.49
May 31 2024,Shelby,AL,Passenger,2,0,2,2,4,50.00
March 31 2020,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
May 31 2020,Maui,HI,Passenger,2,0,2,35,37,5.41
March 31 2018,Prince George,VA,Passenger,0,1,1,74,75,1.33
July 31 2022,Hudson,NJ,Passenger,2,0,2,37,39,5.13
October 31 2022,Albemarle,VA,Passenger,2,0,2,20,22,9.09
September 30 2021,Yavapai,AZ,Passenger,0,1,1,43,44,2.27
May 31 2022,Montgomery,AL,Passenger,2,1,3,35,38,7.89
February 28 2022,Lexington,SC,Passenger,1,0,1,25,26,3.85
June 30 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
December 31 2022,Grant,WA,Passenger,231,112,343,66744,67087,0.51
March 31 2017,San Diego,CA,Passenger,5,2,7,2809,2816,0.25
August 31 2020,Wahkiakum,WA,Passenger,6,6,12,3028,3040,0.39
July 31 2017,Snohomish,WA,Truck,1,0,1,121761,121762,0.00
August 31 2019,Columbia,WA,Truck,0,0,0,1531,1531,0.00
April 30 2018,Orange,CA,Passenger,3,1,4,593,597,0.67
January 31 2021,Clackamas,OR,Passenger,3,0,3,189,192,1.56
May 31 2021,Wilson,TX,Passenger,0,1,1,4,5,20.00
February 29 2024,Maui,HI,Passenger,1,0,1,18,19,5.26
June 30 2023,St. Louis,MN,Passenger,0,1,1,7,8,12.50
March 31 2018,Lee,AL,Passenger,1,0,1,33,34,2.94
July 31 2024,Galveston,TX,Passenger,1,1,2,18,20,10.00
July 31 2022,York,VA,Passenger,1,0,1,90,91,1.10
January 31 2017,Allegheny,PA,Passenger,1,0,1,94,95,1.05
February 29 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
May 31 2020,Cameron,TX,Passenger,1,0,1,24,25,4.00
April 30 2024,Madison,IL,Passenger,2,0,2,13,15,13.33
September 30 2019,Sussex,NJ,Passenger,1,0,1,3,4,25.00
June 30 2017,Columbia,WA,Passenger,1,1,2,2354,2356,0.08
July 31 2023,Whatcom,WA,Truck,63,0,63,42662,42725,0.15
May 31 2021,Yamhill,OR,Passenger,1,0,1,43,44,2.27
April 30 2021,Meade,KY,Passenger,1,0,1,29,30,3.33
July 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
July 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
August 31 2023,Thurston,WA,Passenger,3347,1280,4627,189587,194214,2.38
April 30 2020,Wahkiakum,WA,Passenger,6,5,11,2973,2984,0.37
May 31 2020,Deschutes,OR,Passenger,4,0,4,149,153,2.61
August 31 2017,,,Passenger,3,0,3,439,442,0.68
February 29 2024,Fresno,CA,Passenger,0,1,1,127,128,0.78
August 31 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
June 30 2021,Mason,WA,Truck,0,0,0,21319,21319,0.00
November 30 2021,Middlesex,MA,Passenger,1,0,1,102,103,0.97
September 30 2024,Tooele,UT,Passenger,1,0,1,9,10,10.00
July 31 2023,Autauga,AL,Passenger,2,0,2,13,15,13.33
July 31 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
March 31 2019,Camden,NJ,Passenger,0,1,1,25,26,3.85
June 30 2024,Marin,CA,Truck,1,0,1,5,6,16.67
May 31 2018,Muskogee,OK,Passenger,0,1,1,1,2,50.00
September 30 2017,Orange,FL,Passenger,1,1,2,146,148,1.35
February 28 2023,Pacific,WA,Truck,2,0,2,7808,7810,0.03
July 31 2018,Prince George's,MD,Passenger,1,1,2,190,192,1.04
August 31 2023,Hardin,KY,Passenger,1,0,1,62,63,1.59
March 31 2024,Cache,UT,Passenger,1,0,1,9,10,10.00
February 28 2022,Adams,WA,Truck,0,0,0,5460,5460,0.00
October 31 2024,Skamania,WA,Truck,7,0,7,3736,3743,0.19
March 31 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
June 30 2023,Albemarle,VA,Passenger,3,0,3,17,20,15.00
February 28 2018,New Haven,CT,Passenger,0,1,1,53,54,1.85
June 30 2024,Loudoun,VA,Passenger,2,1,3,52,55,5.45
September 30 2021,Dallas,TX,Passenger,1,0,1,169,170,0.59
March 31 2024,Lexington,SC,Passenger,1,0,1,16,17,5.88
October 31 2022,Hudson,NJ,Passenger,3,0,3,35,38,7.89
May 31 2020,Pacific,WA,Truck,0,0,0,7619,7619,0.00
May 31 2022,Frederick,MD,Passenger,1,1,2,66,68,2.94
December 31 2021,Clark,WA,Passenger,3474,1558,5032,319959,324991,1.55
January 31 2018,Nantucket,MA,Passenger,1,0,1,3,4,25.00
January 31 2018,Lane,OR,Passenger,0,1,1,206,207,0.48
May 31 2017,Douglas,WA,Truck,0,0,0,11482,11482,0.00
December 31 2018,Adams,WA,Truck,0,0,0,5145,5145,0.00
August 31 2019,Saratoga,NY,Passenger,1,0,1,51,52,1.92
November 30 2022,Clackamas,OR,Passenger,1,1,2,145,147,1.36
February 28 2018,Howard,MD,Passenger,0,1,1,90,91,1.10
October 31 2024,Macomb,MI,Passenger,4,0,4,17,21,19.05
March 31 2017,Lincoln,WA,Truck,0,0,0,4469,4469,0.00
December 31 2022,Orange,FL,Passenger,1,0,1,85,86,1.16
November 30 2020,Loudoun,VA,Passenger,1,0,1,81,82,1.22
March 31 2019,Washtenaw,MI,Passenger,1,0,1,36,37,2.70
April 30 2021,Carroll,MD,Passenger,0,1,1,17,18,5.56
August 31 2024,Monterey,CA,Passenger,0,5,5,116,121,4.13
September 30 2022,Wichita,TX,Passenger,1,0,1,40,41,2.44
February 28 2023,Mohave,AZ,Passenger,1,0,1,43,44,2.27
July 31 2021,Onslow,NC,Passenger,0,1,1,172,173,0.58
March 31 2022,Albemarle,VA,Passenger,3,0,3,22,25,12.00
October 31 2017,Kitsap,WA,Passenger,662,355,1017,174857,175874,0.58
April 30 2022,Skamania,WA,Passenger,67,46,113,8200,8313,1.36
September 30 2020,Richland,SC,Passenger,0,1,1,145,146,0.68
February 29 2020,El Paso,CO,Passenger,3,1,4,746,750,0.53
July 31 2024,Arapahoe,CO,Passenger,2,1,3,59,62,4.84
February 29 2020,Larimer,CO,Passenger,1,0,1,51,52,1.92
March 31 2024,Garfield,OK,Passenger,1,0,1,17,18,5.56
November 30 2022,Sarpy,NE,Passenger,1,0,1,67,68,1.47
July 31 2020,Clark,WA,Truck,0,0,0,82386,82386,0.00
February 29 2024,Island,WA,Truck,43,0,43,20760,20803,0.21
November 30 2017,Pierce,WA,Passenger,1050,942,1992,525853,527845,0.38
January 31 2023,Walla Walla,WA,Passenger,203,106,309,35686,35995,0.86
December 31 2021,Harris,TX,Passenger,1,0,1,212,213,0.47
October 31 2022,Franklin,OH,Passenger,1,0,1,63,64,1.56
June 30 2021,Greene,MO,Passenger,0,1,1,36,37,2.70
April 30 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
August 31 2017,Montgomery,TN,Passenger,1,0,1,284,285,0.35
June 30 2024,Muscogee,GA,Passenger,2,2,4,87,91,4.40
October 31 2023,Cumberland,PA,Passenger,1,0,1,36,37,2.70
August 31 2022,Anne Arundel,MD,Truck,1,0,1,45,46,2.17
April 30 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
June 30 2020,Mason,WA,Passenger,159,133,292,47252,47544,0.61
July 31 2017,Asotin,WA,Passenger,8,4,12,12433,12445,0.10
February 28 2018,Hardin,KY,Passenger,0,1,1,111,112,0.89
February 29 2024,Allegheny,PA,Passenger,3,0,3,52,55,5.45
June 30 2023,Goochland,VA,Passenger,2,2,4,82,86,4.65
September 30 2023,Richmond,VA,Passenger,1,0,1,8,9,11.11
November 30 2018,Randolph,NC,Passenger,1,0,1,4,5,20.00
January 31 2020,District of Columbia,DC,Passenger,1,1,2,196,198,1.01
March 31 2019,Alexandria,VA,Passenger,1,0,1,153,154,0.65
October 31 2019,Middlesex,MA,Passenger,1,0,1,110,111,0.90
August 31 2024,Suffolk,VA,Passenger,1,0,1,84,85,1.18
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1632,1632,0.00
October 31 2020,Carroll,MD,Passenger,0,1,1,17,18,5.56
September 30 2019,Putnam,TN,Passenger,0,1,1,3,4,25.00
December 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
March 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.20
September 30 2024,Lewis,WA,Truck,23,0,23,25253,25276,0.09
April 30 2022,Tom Green,TX,Passenger,0,1,1,25,26,3.85
February 28 2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
April 30 2024,Lake,IN,Passenger,0,1,1,4,5,20.00
July 31 2023,Grant,WA,Passenger,297,131,428,67064,67492,0.63
February 28 2022,Alameda,CA,Passenger,6,1,7,229,236,2.97
